;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 05:10:25 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x0496	0x00F4      	MOVWF      R4
0x0497	0x234C      	CALL       _Mul_8X8_S
0x0498	0x1703      	BSF        STATUS, 6
0x0499	0x086E      	MOVF       _valor, 0
0x049A	0x0770      	ADDWF      R0, 0
0x049B	0x1303      	BCF        STATUS, 6
0x049C	0x00E9      	MOVWF      _minutos
0x049D	0x0871      	MOVF       R0+1, 0
0x049E	0x1803      	BTFSC      STATUS, 0
0x049F	0x3E01      	ADDLW      1
0x04A0	0x1703      	BSF        STATUS, 6
0x04A1	0x076F      	ADDWF      _valor+1, 0
0x04A2	0x1303      	BCF        STATUS, 6
0x04A3	0x00EA      	MOVWF      _minutos+1
;PI.c,116 :: 		break;
0x04A4	0x2CEB      	GOTO       L_procesarValor6
;PI.c,117 :: 		case 3://horas
L_procesarValor9:
;PI.c,118 :: 		Lcd_Chr(2,13,decena+48);
0x04A5	0x3002      	MOVLW      2
0x04A6	0x1683      	BSF        STATUS, 5
0x04A7	0x1703      	BSF        STATUS, 6
0x04A8	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x04A9	0x300D      	MOVLW      13
0x04AA	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x04AB	0x3030      	MOVLW      48
0x04AC	0x1283      	BCF        STATUS, 5
0x04AD	0x1303      	BCF        STATUS, 6
0x04AE	0x0760      	ADDWF      _decena, 0
0x04AF	0x1683      	BSF        STATUS, 5
0x04B0	0x1703      	BSF        STATUS, 6
0x04B1	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x04B2	0x2291      	CALL       _Lcd_Chr
;PI.c,119 :: 		Lcd_Chr(2,14,48+valor);
0x04B3	0x3002      	MOVLW      2
0x04B4	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x04B5	0x300E      	MOVLW      14
0x04B6	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x04B7	0x1283      	BCF        STATUS, 5
0x04B8	0x086E      	MOVF       _valor, 0
0x04B9	0x3E30      	ADDLW      48
0x04BA	0x1683      	BSF        STATUS, 5
0x04BB	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x04BC	0x2291      	CALL       _Lcd_Chr
;PI.c,120 :: 		segundos = decena*10+valor;
0x04BD	0x1283      	BCF        STATUS, 5
0x04BE	0x1303      	BCF        STATUS, 6
0x04BF	0x0860      	MOVF       _decena, 0
0x04C0	0x00F0      	MOVWF      R0
0x04C1	0x300A      	MOVLW      10
0x04C2	0x00F4      	MOVWF      R4
0x04C3	0x234C      	CALL       _Mul_8X8_S
0x04C4	0x1703      	BSF        STATUS, 6
0x04C5	0x086E      	MOVF       _valor, 0
0x04C6	0x0770      	ADDWF      R0, 0
0x04C7	0x1303      	BCF        STATUS, 6
0x04C8	0x00EB      	MOVWF      _segundos
0x04C9	0x0871      	MOVF       R0+1, 0
0x04CA	0x1803      	BTFSC      STATUS, 0
0x04CB	0x3E01      	ADDLW      1
0x04CC	0x1703      	BSF        STATUS, 6
0x04CD	0x076F      	ADDWF      _valor+1, 0
0x04CE	0x1303      	BCF        STATUS, 6
0x04CF	0x00EC      	MOVWF      _segundos+1
;PI.c,121 :: 		break;
0x04D0	0x2CEB      	GOTO       L_procesarValor6
;PI.c,122 :: 		}
L_procesarValor5:
0x04D1	0x3000      	MOVLW      0
0x04D2	0x1683      	BSF        STATUS, 5
0x04D3	0x1703      	BSF        STATUS, 6
0x04D4	0x065B      	XORWF      FARG_procesarValor_opc+1, 0
0x04D5	0x1D03      	BTFSS      STATUS, 2
0x04D6	0x2CD9      	GOTO       L__procesarValor111
0x04D7	0x3001      	MOVLW      1
0x04D8	0x065A      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor111:
0x04D9	0x1903      	BTFSC      STATUS, 2
0x04DA	0x2C4D      	GOTO       L_procesarValor7
0x04DB	0x3000      	MOVLW      0
0x04DC	0x065B      	XORWF      FARG_procesarValor_opc+1, 0
0x04DD	0x1D03      	BTFSS      STATUS, 2
0x04DE	0x2CE1      	GOTO       L__procesarValor112
0x04DF	0x3002      	MOVLW      2
0x04E0	0x065A      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor112:
0x04E1	0x1903      	BTFSC      STATUS, 2
0x04E2	0x2C79      	GOTO       L_procesarValor8
0x04E3	0x3000      	MOVLW      0
0x04E4	0x065B      	XORWF      FARG_procesarValor_opc+1, 0
0x04E5	0x1D03      	BTFSS      STATUS, 2
0x04E6	0x2CE9      	GOTO       L__procesarValor113
0x04E7	0x3003      	MOVLW      3
0x04E8	0x065A      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor113:
0x04E9	0x1903      	BTFSC      STATUS, 2
0x04EA	0x2CA5      	GOTO       L_procesarValor9
L_procesarValor6:
;PI.c,123 :: 		Delay_ms(100);
0x04EB	0x3002      	MOVLW      2
0x04EC	0x00FB      	MOVWF      R11
0x04ED	0x3004      	MOVLW      4
0x04EE	0x00FC      	MOVWF      R12
0x04EF	0x30BA      	MOVLW      186
0x04F0	0x00FD      	MOVWF      R13
L_procesarValor10:
0x04F1	0x0BFD      	DECFSZ     R13, 1
0x04F2	0x2CF1      	GOTO       L_procesarValor10
0x04F3	0x0BFC      	DECFSZ     R12, 1
0x04F4	0x2CF1      	GOTO       L_procesarValor10
0x04F5	0x0BFB      	DECFSZ     R11, 1
0x04F6	0x2CF1      	GOTO       L_procesarValor10
0x04F7	0x0000      	NOP
;PI.c,124 :: 		}
L_end_procesarValor:
0x04F8	0x0008      	RETURN
; end of _procesarValor
_UART1_Write_Text:
;__Lib_UART_c67.c,47 :: 		
;__Lib_UART_c67.c,48 :: 		
0x04F9	0x1683      	BSF        STATUS, 5
0x04FA	0x1703      	BSF        STATUS, 6
0x04FB	0x01DC      	CLRF       UART1_Write_Text_counter_L0
;__Lib_UART_c67.c,50 :: 		
0x04FC	0x085A      	MOVF       FARG_UART1_Write_Text_uart_text, 0
0x04FD	0x0084      	MOVWF      FSR
0x04FE	0x0800      	MOVF       INDF, 0
0x04FF	0x00DB      	MOVWF      UART1_Write_Text_data__L0
;__Lib_UART_c67.c,51 :: 		
L_UART1_Write_Text5:
0x0500	0x085B      	MOVF       UART1_Write_Text_data__L0, 0
0x0501	0x3A00      	XORLW      0
0x0502	0x1903      	BTFSC      STATUS, 2
0x0503	0x2D10      	GOTO       L_UART1_Write_Text6
;__Lib_UART_c67.c,52 :: 		
0x0504	0x085B      	MOVF       UART1_Write_Text_data__L0, 0
0x0505	0x00E7      	MOVWF      FARG_UART1_Write_data_
0x0506	0x22CA      	CALL       _UART1_Write
;__Lib_UART_c67.c,53 :: 		
0x0507	0x1683      	BSF        STATUS, 5
0x0508	0x1703      	BSF        STATUS, 6
0x0509	0x0ADC      	INCF       UART1_Write_Text_counter_L0, 1
;__Lib_UART_c67.c,54 :: 		
0x050A	0x085C      	MOVF       UART1_Write_Text_counter_L0, 0
0x050B	0x075A      	ADDWF      FARG_UART1_Write_Text_uart_text, 0
0x050C	0x0084      	MOVWF      FSR
0x050D	0x0800      	MOVF       INDF, 0
0x050E	0x00DB      	MOVWF      UART1_Write_Text_data__L0
;__Lib_UART_c67.c,55 :: 		
0x050F	0x2D00      	GOTO       L_UART1_Write_Text5
L_UART1_Write_Text6:
;__Lib_UART_c67.c,56 :: 		
L_end_UART1_Write_Text:
0x0510	0x0008      	RETURN
; end of _UART1_Write_Text
_Mul_16X16_U:
;__Lib_Math.c,136 :: 		
;__Lib_Math.c,143 :: 		
0x0511	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,144 :: 		
0x0512	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,145 :: 		
0x0513	0x01FB      	CLRF       R11
;__Lib_Math.c,146 :: 		
0x0514	0x01FA      	CLRF       R10
;__Lib_Math.c,147 :: 		
0x0515	0x01F9      	CLRF       R9
;__Lib_Math.c,148 :: 		
0x0516	0x3080      	MOVLW      128
;__Lib_Math.c,149 :: 		
0x0517	0x00F8      	MOVWF      R8
;__Lib_Math.c,150 :: 		
0x0518	0x0CF1      	RRF        R1, 1
;__Lib_Math.c,151 :: 		
0x0519	0x0CF0      	RRF        R0, 1
;__Lib_Math.c,152 :: 		
0x051A	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,153 :: 		
0x051B	0x2D25      	GOTO       $+10
;__Lib_Math.c,154 :: 		
0x051C	0x0874      	MOVF       R4, 0
;__Lib_Math.c,155 :: 		
0x051D	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,156 :: 		
0x051E	0x0875      	MOVF       R5, 0
;__Lib_Math.c,157 :: 		
0x051F	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,158 :: 		
0x0520	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,159 :: 		
0x0521	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,160 :: 		
0x0522	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,161 :: 		
0x0523	0x0AFB      	INCF       R11, 1
;__Lib_Math.c,162 :: 		
0x0524	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,163 :: 		
0x0525	0x1FF0      	BTFSS      R0, 7
;__Lib_Math.c,164 :: 		
0x0526	0x2D2D      	GOTO       $+7
;__Lib_Math.c,165 :: 		
0x0527	0x0874      	MOVF       R4, 0
;__Lib_Math.c,166 :: 		
0x0528	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,167 :: 		
0x0529	0x0875      	MOVF       R5, 0
;__Lib_Math.c,168 :: 		
0x052A	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,169 :: 		
0x052B	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,170 :: 		
0x052C	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,171 :: 		
0x052D	0x0CFB      	RRF        R11, 1
;__Lib_Math.c,172 :: 		
0x052E	0x0CFA      	RRF        R10, 1
;__Lib_Math.c,173 :: 		
0x052F	0x0CF9      	RRF        R9, 1
;__Lib_Math.c,174 :: 		
0x0530	0x0CF8      	RRF        R8, 1
;__Lib_Math.c,175 :: 		
0x0531	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,176 :: 		
0x0532	0x2D18      	GOTO       $-26
;__Lib_Math.c,177 :: 		
0x0533	0x087B      	MOVF       R11, 0
;__Lib_Math.c,178 :: 		
0x0534	0x00F3      	MOVWF      R3
;__Lib_Math.c,179 :: 		
0x0535	0x087A      	MOVF       R10, 0
;__Lib_Math.c,180 :: 		
0x0536	0x00F2      	MOVWF      R2
;__Lib_Math.c,181 :: 		
0x0537	0x0879      	MOVF       R9, 0
;__Lib_Math.c,182 :: 		
0x0538	0x00F1      	MOVWF      R1
;__Lib_Math.c,183 :: 		
0x0539	0x0878      	MOVF       R8, 0
;__Lib_Math.c,184 :: 		
0x053A	0x00F0      	MOVWF      R0
;__Lib_Math.c,187 :: 		
L_end_Mul_16X16_U:
0x053B	0x0008      	RETURN
; end of _Mul_16X16_U
_ADC_Read:
;__Lib_ADC_88X.c,78 :: 		
;__Lib_ADC_88X.c,80 :: 		
0x053C	0x30C3      	MOVLW      195
0x053D	0x1283      	BCF        STATUS, 5
0x053E	0x1303      	BCF        STATUS, 6
0x053F	0x059F      	ANDWF      ADCON0, 1
;__Lib_ADC_88X.c,84 :: 		
0x0540	0x30C0      	MOVLW      192
0x0541	0x009F      	MOVWF      ADCON0
;__Lib_ADC_88X.c,85 :: 		
0x0542	0x1683      	BSF        STATUS, 5
0x0543	0x1703      	BSF        STATUS, 6
0x0544	0x085A      	MOVF       FARG_ADC_Read_channel, 0
0x0545	0x00F0      	MOVWF      R0
0x0546	0x0DF0      	RLF        R0, 1
0x0547	0x1070      	BCF        R0, 0
0x0548	0x0DF0      	RLF        R0, 1
0x0549	0x1070      	BCF        R0, 0
0x054A	0x0870      	MOVF       R0, 0
0x054B	0x1283      	BCF        STATUS, 5
0x054C	0x1303      	BCF        STATUS, 6
0x054D	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_88X.c,86 :: 		
0x054E	0x1683      	BSF        STATUS, 5
0x054F	0x0954      	COMF       _vref_mask, 0
0x0550	0x00F0      	MOVWF      R0
0x0551	0x0870      	MOVF       R0, 0
0x0552	0x059F      	ANDWF      ADCON1, 1
;__Lib_ADC_88X.c,87 :: 		
0x0553	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_88X.c,90 :: 		
0x0554	0x1283      	BCF        STATUS, 5
0x0555	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_88X.c,93 :: 		
0x0556	0x22D6      	CALL       _Delay_22us
;__Lib_ADC_88X.c,96 :: 		
0x0557	0x149F      	BSF        ADCON0, 1
;__Lib_ADC_88X.c,99 :: 		
L_ADC_Read2:
0x0558	0x1C9F      	BTFSS      ADCON0, 1
0x0559	0x2D5C      	GOTO       L_ADC_Read3
;__Lib_ADC_88X.c,100 :: 		
0x055A	0x0000      	NOP
0x055B	0x2D58      	GOTO       L_ADC_Read2
L_ADC_Read3:
;__Lib_ADC_88X.c,103 :: 		
0x055C	0x101F      	BCF        ADCON0, 0
;__Lib_ADC_88X.c,106 :: 		
0x055D	0x081E      	MOVF       ADRESH, 0
0x055E	0x00F1      	MOVWF      R0+1
0x055F	0x01F0      	CLRF       R0
0x0560	0x1683      	BSF        STATUS, 5
0x0561	0x081E      	MOVF       ADRESL, 0
0x0562	0x04F0      	IORWF      R0, 1
0x0563	0x3000      	MOVLW      0
0x0564	0x04F1      	IORWF      R0+1, 1
;__Lib_ADC_88X.c,107 :: 		
L_end_ADC_Read:
0x0565	0x0008      	RETURN
; end of _ADC_Read
_EEPROM_Write:
;__Lib_EEPROM.c,16 :: 		
;__Lib_EEPROM.c,20 :: 		
L_EEPROM_Write0:
0x0566	0x1683      	BSF        STATUS, 5
0x0567	0x1703      	BSF        STATUS, 6
0x0568	0x1C8C      	BTFSS      EECON1, 1
0x0569	0x2D6C      	GOTO       L_EEPROM_Write1
0x056A	0x0000      	NOP
0x056B	0x2D66      	GOTO       L_EEPROM_Write0
L_EEPROM_Write1:
;__Lib_EEPROM.c,21 :: 		
0x056C	0x085A      	MOVF       FARG_EEPROM_Write_Address, 0
0x056D	0x1283      	BCF        STATUS, 5
0x056E	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,22 :: 		
0x056F	0x1683      	BSF        STATUS, 5
0x0570	0x085B      	MOVF       FARG_EEPROM_Write_data_, 0
0x0571	0x1283      	BCF        STATUS, 5
0x0572	0x008C      	MOVWF      EEDATA
;__Lib_EEPROM.c,23 :: 		
0x0573	0x1683      	BSF        STATUS, 5
0x0574	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,24 :: 		
0x0575	0x150C      	BSF        EECON1, 2
;__Lib_EEPROM.c,26 :: 		
0x0576	0x080B      	MOVF       INTCON, 0
0x0577	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,29 :: 		
0x0578	0x138B      	BCF        INTCON, 7
;__Lib_EEPROM.c,30 :: 		
0x0579	0x3055      	MOVLW      85
0x057A	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,31 :: 		
0x057B	0x30AA      	MOVLW      170
0x057C	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,32 :: 		
0x057D	0x148C      	BSF        EECON1, 1
;__Lib_EEPROM.c,36 :: 		
0x057E	0x1BF0      	BTFSC      R0, 7
0x057F	0x2D82      	GOTO       L__EEPROM_Write4
0x0580	0x138B      	BCF        INTCON, 7
0x0581	0x2D83      	GOTO       L__EEPROM_Write5
L__EEPROM_Write4:
0x0582	0x178B      	BSF        INTCON, 7
L__EEPROM_Write5:
;__Lib_EEPROM.c,37 :: 		
0x0583	0x110C      	BCF        EECON1, 2
;__Lib_EEPROM.c,38 :: 		
L_end_EEPROM_Write:
0x0584	0x0008      	RETURN
; end of _EEPROM_Write
_LongToStr:
;__Lib_Conversions.c,289 :: 		
;__Lib_Conversions.c,295 :: 		
0x0585	0x1683      	BSF        STATUS, 5
0x0586	0x1703      	BSF        STATUS, 6
0x0587	0x01E1      	CLRF       LongToStr_negative_L0
0x0588	0x01E2      	CLRF       LongToStr_negative_L0+1
;__Lib_Conversions.c,296 :: 		
0x0589	0x085A      	MOVF       FARG_LongToStr_input, 0
0x058A	0x00E3      	MOVWF      LongToStr_inword_L0
0x058B	0x085B      	MOVF       FARG_LongToStr_input+1, 0
0x058C	0x00E4      	MOVWF      LongToStr_inword_L0+1
0x058D	0x085C      	MOVF       FARG_LongToStr_input+2, 0
0x058E	0x00E5      	MOVWF      LongToStr_inword_L0+2
0x058F	0x085D      	MOVF       FARG_LongToStr_input+3, 0
0x0590	0x00E6      	MOVWF      LongToStr_inword_L0+3
;__Lib_Conversions.c,297 :: 		
0x0591	0x3080      	MOVLW      128
0x0592	0x065D      	XORWF      FARG_LongToStr_input+3, 0
0x0593	0x00F0      	MOVWF      R0
0x0594	0x3080      	MOVLW      128
0x0595	0x0270      	SUBWF      R0, 0
0x0596	0x1D03      	BTFSS      STATUS, 2
0x0597	0x2DA2      	GOTO       L__LongToStr399
0x0598	0x3000      	MOVLW      0
0x0599	0x025C      	SUBWF      FARG_LongToStr_input+2, 0
0x059A	0x1D03      	BTFSS      STATUS, 2
0x059B	0x2DA2      	GOTO       L__LongToStr399
0x059C	0x3000      	MOVLW      0
0x059D	0x025B      	SUBWF      FARG_LongToStr_input+1, 0
0x059E	0x1D03      	BTFSS      STATUS, 2
0x059F	0x2DA2      	GOTO       L__LongToStr399
0x05A0	0x3000      	MOVLW      0
0x05A1	0x025A      	SUBWF      FARG_LongToStr_input, 0
L__LongToStr399:
0x05A2	0x1803      	BTFSC      STATUS, 0
0x05A3	0x2DCA      	GOTO       L_LongToStr63
;__Lib_Conversions.c,298 :: 		
0x05A4	0x3001      	MOVLW      1
0x05A5	0x00E1      	MOVWF      LongToStr_negative_L0
0x05A6	0x3000      	MOVLW      0
0x05A7	0x00E2      	MOVWF      LongToStr_negative_L0+1
;__Lib_Conversions.c,299 :: 		
0x05A8	0x01F4      	CLRF       R4
0x05A9	0x01F5      	CLRF       R4+1
0x05AA	0x01F6      	CLRF       R4+2
0x05AB	0x01F7      	CLRF       R4+3
0x05AC	0x085A      	MOVF       FARG_LongToStr_input, 0
0x05AD	0x00F0      	MOVWF      R0
0x05AE	0x085B      	MOVF       FARG_LongToStr_input+1, 0
0x05AF	0x00F1      	MOVWF      R0+1
0x05B0	0x085C      	MOVF       FARG_LongToStr_input+2, 0
0x05B1	0x00F2      	MOVWF      R0+2
0x05B2	0x085D      	MOVF       FARG_LongToStr_input+3, 0
0x05B3	0x00F3      	MOVWF      R0+3
0x05B4	0x0874      	MOVF       R4, 0
0x05B5	0x00E3      	MOVWF      LongToStr_inword_L0
0x05B6	0x0875      	MOVF       R4+1, 0
0x05B7	0x00E4      	MOVWF      LongToStr_inword_L0+1
0x05B8	0x0876      	MOVF       R4+2, 0
0x05B9	0x00E5      	MOVWF      LongToStr_inword_L0+2
0x05BA	0x0877      	MOVF       R4+3, 0
0x05BB	0x00E6      	MOVWF      LongToStr_inword_L0+3
0x05BC	0x0870      	MOVF       R0, 0
0x05BD	0x02E3      	SUBWF      LongToStr_inword_L0, 1
0x05BE	0x0871      	MOVF       R0+1, 0
0x05BF	0x1C03      	BTFSS      STATUS, 0
0x05C0	0x0F71      	INCFSZ     R0+1, 0
0x05C1	0x02E4      	SUBWF      LongToStr_inword_L0+1, 1
0x05C2	0x0872      	MOVF       R0+2, 0
0x05C3	0x1C03      	BTFSS      STATUS, 0
0x05C4	0x0F72      	INCFSZ     R0+2, 0
0x05C5	0x02E5      	SUBWF      LongToStr_inword_L0+2, 1
0x05C6	0x0873      	MOVF       R0+3, 0
0x05C7	0x1C03      	BTFSS      STATUS, 0
0x05C8	0x0F73      	INCFSZ     R0+3, 0
0x05C9	0x02E6      	SUBWF      LongToStr_inword_L0+3, 1
;__Lib_Conversions.c,300 :: 		
L_LongToStr63:
;__Lib_Conversions.c,301 :: 		
0x05CA	0x0863      	MOVF       LongToStr_inword_L0, 0
0x05CB	0x00E7      	MOVWF      FARG_LongWordToStr_input
0x05CC	0x0864      	MOVF       LongToStr_inword_L0+1, 0
0x05CD	0x00E8      	MOVWF      FARG_LongWordToStr_input+1
0x05CE	0x0865      	MOVF       LongToStr_inword_L0+2, 0
0x05CF	0x00E9      	MOVWF      FARG_LongWordToStr_input+2
0x05D0	0x0866      	MOVF       LongToStr_inword_L0+3, 0
0x05D1	0x00EA      	MOVWF      FARG_LongWordToStr_input+3
0x05D2	0x085E      	MOVF       FARG_LongToStr_output, 0
0x05D3	0x00EB      	MOVWF      FARG_LongWordToStr_output
0x05D4	0x22DE      	CALL       _LongWordToStr
;__Lib_Conversions.c,303 :: 		
0x05D5	0x300B      	MOVLW      11
0x05D6	0x00DF      	MOVWF      LongToStr_i_L0
0x05D7	0x3000      	MOVLW      0
0x05D8	0x00E0      	MOVWF      LongToStr_i_L0+1
;__Lib_Conversions.c,304 :: 		
L_LongToStr64:
0x05D9	0x0860      	MOVF       LongToStr_i_L0+1, 0
0x05DA	0x3C00      	SUBLW      0
0x05DB	0x1D03      	BTFSS      STATUS, 2
0x05DC	0x2DDF      	GOTO       L__LongToStr400
0x05DD	0x085F      	MOVF       LongToStr_i_L0, 0
0x05DE	0x3C00      	SUBLW      0
L__LongToStr400:
0x05DF	0x1803      	BTFSC      STATUS, 0
0x05E0	0x2DFA      	GOTO       L_LongToStr65
;__Lib_Conversions.c,305 :: 		
0x05E1	0x085F      	MOVF       LongToStr_i_L0, 0
0x05E2	0x075E      	ADDWF      FARG_LongToStr_output, 0
0x05E3	0x00F2      	MOVWF      R2
0x05E4	0x3001      	MOVLW      1
0x05E5	0x025F      	SUBWF      LongToStr_i_L0, 0
0x05E6	0x00F0      	MOVWF      R0
0x05E7	0x3000      	MOVLW      0
0x05E8	0x1C03      	BTFSS      STATUS, 0
0x05E9	0x3E01      	ADDLW      1
0x05EA	0x0260      	SUBWF      LongToStr_i_L0+1, 0
0x05EB	0x00F1      	MOVWF      R0+1
0x05EC	0x0870      	MOVF       R0, 0
0x05ED	0x075E      	ADDWF      FARG_LongToStr_output, 0
0x05EE	0x0084      	MOVWF      FSR
0x05EF	0x0800      	MOVF       INDF, 0
0x05F0	0x00F0      	MOVWF      R0
0x05F1	0x0872      	MOVF       R2, 0
0x05F2	0x0084      	MOVWF      FSR
0x05F3	0x0870      	MOVF       R0, 0
0x05F4	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,306 :: 		
0x05F5	0x3001      	MOVLW      1
0x05F6	0x02DF      	SUBWF      LongToStr_i_L0, 1
0x05F7	0x1C03      	BTFSS      STATUS, 0
0x05F8	0x03E0      	DECF       LongToStr_i_L0+1, 1
;__Lib_Conversions.c,307 :: 		
0x05F9	0x2DD9      	GOTO       L_LongToStr64
L_LongToStr65:
;__Lib_Conversions.c,308 :: 		
0x05FA	0x085E      	MOVF       FARG_LongToStr_output, 0
0x05FB	0x0084      	MOVWF      FSR
0x05FC	0x3020      	MOVLW      32
0x05FD	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,309 :: 		
0x05FE	0x0861      	MOVF       LongToStr_negative_L0, 0
0x05FF	0x0462      	IORWF      LongToStr_negative_L0+1, 0
0x0600	0x1903      	BTFSC      STATUS, 2
0x0601	0x2E18      	GOTO       L_LongToStr66
;__Lib_Conversions.c,310 :: 		
0x0602	0x01DF      	CLRF       LongToStr_i_L0
0x0603	0x01E0      	CLRF       LongToStr_i_L0+1
;__Lib_Conversions.c,311 :: 		
L_LongToStr67:
0x0604	0x085F      	MOVF       LongToStr_i_L0, 0
0x0605	0x075E      	ADDWF      FARG_LongToStr_output, 0
0x0606	0x0084      	MOVWF      FSR
0x0607	0x0800      	MOVF       INDF, 0
0x0608	0x3A20      	XORLW      32
0x0609	0x1D03      	BTFSS      STATUS, 2
0x060A	0x2E0F      	GOTO       L_LongToStr68
0x060B	0x0ADF      	INCF       LongToStr_i_L0, 1
0x060C	0x1903      	BTFSC      STATUS, 2
0x060D	0x0AE0      	INCF       LongToStr_i_L0+1, 1
0x060E	0x2E04      	GOTO       L_LongToStr67
L_LongToStr68:
;__Lib_Conversions.c,312 :: 		
0x060F	0x3001      	MOVLW      1
0x0610	0x02DF      	SUBWF      LongToStr_i_L0, 1
0x0611	0x1C03      	BTFSS      STATUS, 0
0x0612	0x03E0      	DECF       LongToStr_i_L0+1, 1
;__Lib_Conversions.c,313 :: 		
0x0613	0x085F      	MOVF       LongToStr_i_L0, 0
0x0614	0x075E      	ADDWF      FARG_LongToStr_output, 0
0x0615	0x0084      	MOVWF      FSR
0x0616	0x302D      	MOVLW      45
0x0617	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,314 :: 		
L_LongToStr66:
;__Lib_Conversions.c,315 :: 		
L_end_LongToStr:
0x0618	0x0008      	RETURN
; end of _LongToStr
_Muestrear:
;PI.c,225 :: 		void Muestrear(){//Dentro del while, la i representa el tiempo que se irá incrementando en la interrupción del
;PI.c,228 :: 		RB0_bit = ~RB0_bit;
0x0619	0x3001      	MOVLW      1
0x061A	0x1283      	BCF        STATUS, 5
0x061B	0x1303      	BCF        STATUS, 6
0x061C	0x0686      	XORWF      RB0_bit, 1
;PI.c,229 :: 		LongToStr(Voltaje,text);
0x061D	0x1703      	BSF        STATUS, 6
0x061E	0x0868      	MOVF       _Voltaje, 0
0x061F	0x1683      	BSF        STATUS, 5
0x0620	0x00DA      	MOVWF      FARG_LongToStr_input
0x0621	0x1283      	BCF        STATUS, 5
0x0622	0x0869      	MOVF       _Voltaje+1, 0
0x0623	0x1683      	BSF        STATUS, 5
0x0624	0x00DB      	MOVWF      FARG_LongToStr_input+1
0x0625	0x1283      	BCF        STATUS, 5
0x0626	0x086A      	MOVF       _Voltaje+2, 0
0x0627	0x1683      	BSF        STATUS, 5
0x0628	0x00DC      	MOVWF      FARG_LongToStr_input+2
0x0629	0x1283      	BCF        STATUS, 5
0x062A	0x086B      	MOVF       _Voltaje+3, 0
0x062B	0x1683      	BSF        STATUS, 5
0x062C	0x00DD      	MOVWF      FARG_LongToStr_input+3
0x062D	0x30B1      	MOVLW      _text
0x062E	0x00DE      	MOVWF      FARG_LongToStr_output
0x062F	0x2585      	CALL       _LongToStr
;PI.c,230 :: 		UART1_Write_Text(text);
0x0630	0x30B1      	MOVLW      _text
0x0631	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0632	0x24F9      	CALL       _UART1_Write_Text
;PI.c,231 :: 		UART1_Write_Text("\r\n");
0x0633	0x302D      	MOVLW      ?lstr5_PI
0x0634	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0635	0x24F9      	CALL       _UART1_Write_Text
;PI.c,232 :: 		Voltaje+=ADC_Read(0);
0x0636	0x01DA      	CLRF       FARG_ADC_Read_channel
0x0637	0x253C      	CALL       _ADC_Read
0x0638	0x3000      	MOVLW      0
0x0639	0x00F2      	MOVWF      R0+2
0x063A	0x00F3      	MOVWF      R0+3
0x063B	0x1283      	BCF        STATUS, 5
0x063C	0x1703      	BSF        STATUS, 6
0x063D	0x0868      	MOVF       _Voltaje, 0
0x063E	0x07F0      	ADDWF      R0, 1
0x063F	0x0869      	MOVF       _Voltaje+1, 0
